"id","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","QScreen1","QScreen2","QBHI0","QBHI1","QBHI2","QBHI3","QBHI4","QFeelings_1","QFeelings_2","QFeelings_3","QFeelings_4","QFeelings_5","QFeelings_6","QFeelings_7","QFeelings_8","QJew1","QJew2","QJew3","QJew4","QJew5","QJew6","QHit1","QHit2","QHit3","QHit4","QVio1","QVio2","QVio3","QDemo1","QDemo2","QDemo3","QDemo6","QDemo7","QDemo8","QDemo9","QDemo10","opp","gc","term","transaction_id","SVID","PS","rid","RISN","V","LS","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","wt","Black","IDed.BHI","BHI.Believer"
873,45120.87375,45120.8779513889,"IP Address",100,363,"True",45120.8779669097,"R_D1ZNbrbK1AVbUrv","anonymous","EN","Other","Yes","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",100,100,100,100,100,100,100,100,NA,"Strongly disagree","Neither agree nor disagree",NA,NA,"Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",35,"Female","None","Something else","Moderate","2 year degree","Rarely","Qual29638-0130-BlackandNonBlack",1,NA,"7w9Zw6DBEISIddNk3zYnie",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,5.9283903634548e-05,"Nonblack",FALSE,FALSE
874,45120.8780671296,45120.8800578704,"IP Address",100,171,"True",45120.880071875,"R_se4WPiKlURofK7L","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Strongly agree","Strongly agree","Strongly agree",100,97,100,48,55,68,52,NA,"Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Neither support nor oppose","Strongly oppose","Strongly support","Somewhat support","Strongly support","Somewhat support","Strongly support","Yes",24,"Female","Protestant","Independent","Somewhat liberal","High school graduate","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"0KGYzPo7mnNZnr7cQn2sJx",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0.333827699079684,"Black",FALSE,FALSE
875,45120.8769212963,45120.8810648148,"IP Address",100,358,"True",45120.8810739699,"R_3lVzvO3hA0u0Ncr","anonymous","EN","Other","Yes","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree",92,90,100,85,100,86,67,50,"Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree",NA,"Strongly disagree","Strongly support","Strongly oppose","Strongly support","Somewhat support","Strongly oppose","Strongly oppose","Strongly oppose","No",23,"Female","Catholic","Republican","Somewhat liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2p54C1fDwhZ4RBRQjuOVvB",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,0.000194818880818548,"Nonblack",FALSE,FALSE
877,45120.8800810185,45120.882662037,"IP Address",100,223,"True",45120.8826790162,"R_p5GTJkf2BMsz1LP","anonymous","EN","Black or African American","Yes","The Old Testament","Slightly familiar","Strongly agree","Neither agree nor disagree","Neither agree nor disagree",100,NA,100,48,100,49,52,100,"Neither agree nor disagree",NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat oppose","Somewhat oppose","Strongly support","Strongly support","Strongly support","Neither support nor oppose","Strongly support","Yes",23,"Female","Other","Something else","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5GIxpk3dxQPUn3DzKqLWrk",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,0.0707802815190949,"Black",FALSE,FALSE
878,45120.8811574074,45120.8831018519,"IP Address",100,167,"True",45120.8831085995,"R_p9LoAyg5Dc0SOzL","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Somewhat agree","Somewhat agree","Neither agree nor disagree",94,62,45,61,100,24,48,85,"Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",NA,"Somewhat agree","Strongly disagree","Somewhat support","Neither support nor oppose","Strongly support","Somewhat oppose","Strongly oppose","Neither support nor oppose","Somewhat support","No",27,"Female","Other","Independent","Very conservative","High school graduate","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"12MHN4CwECg4nWHIFEJmfL",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,0.333827699079684,"Black",FALSE,FALSE
879,45120.8775925926,45120.8834027778,"IP Address",100,502,"True",45120.8834152199,"R_331LiohiQObd4X7","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree",100,3,71,96,48,56,98,96,NA,NA,NA,NA,NA,"Strongly disagree","Somewhat support","Somewhat support","Strongly oppose","Strongly oppose","Neither support nor oppose","Strongly support","Strongly support","No",23,"Female","Other","Democrat","Somewhat liberal","Doctorate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1yGWy5rQ70ccMCcB3GebcQ",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,0.102102805365501,"Black",FALSE,FALSE
880,45120.8803009259,45120.883587963,"IP Address",100,284,"True",45120.883601412,"R_2CiU96GddiCbfag","anonymous","EN","Other","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",52,28,48,46,38,46,27,53,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",NA,"Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Yes",30,"Male","Other","Democrat","Moderate","Some college","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"1b49SM6AWxu0EE5pFMMlK8",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,0.000492559242832216,"Nonblack",FALSE,FALSE
881,45120.8811342593,45120.8836226852,"IP Address",100,214,"True",45120.8836308449,"R_2ZVzDHsBREqMqOl","anonymous","EN","Black or African American","No","The Old Testament","Extremely familiar","Strongly disagree","Strongly disagree","Strongly disagree",65,72,50,29,71,49,0,26,"Strongly agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Somewhat support","Neither support nor oppose","Strongly support","No",23,"Female","Other","Republican","Very liberal","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5EYICS6tm1zPVQ6FOZre0L",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,0.237972870029306,"Black",FALSE,FALSE
882,45120.8817708333,45120.8839467593,"IP Address",100,187,"True",45120.8839539815,"R_1mPGCi5RXz9oULZ","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Somewhat agree","Neither agree nor disagree","Somewhat agree",100,100,100,100,100,100,100,100,NA,"Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Strongly support","Neither support nor oppose","Strongly support","Strongly support","Strongly support","Strongly support","Strongly support","No",22,"Male","None","Independent","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5ig5F6vAafqxb1zFHSFzU2",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,0.9595287324018,"Black",FALSE,FALSE
883,45120.881724537,45120.8842708333,"IP Address",100,219,"True",45120.8842793171,"R_qO5r8K72P8594Qh","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Somewhat disagree","Neither agree nor disagree","Somewhat agree",97,63,69,73,96,74,69,51,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Somewhat support","Strongly oppose","Neither support nor oppose","Somewhat support","No",45,"Female","Other","Democrat","Somewhat liberal","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"61UDRV8HxAwI6nqCZFZwx3",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,0.51725941041008,"Black",FALSE,FALSE
884,45120.8808217593,45120.8846990741,"IP Address",100,335,"True",45120.8847129282,"R_1kLbhXJqgrK2ofN","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",47,60,72,48,NA,48,52,49,NA,"Somewhat disagree","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat oppose","Somewhat support","Somewhat support","Strongly oppose","Strongly oppose","Somewhat oppose","No",20,"Female","Protestant","Republican","Somewhat conservative","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2H9KvY77Sr5Pe6FJ6nmLpE",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,0.286890780626429,"Black",FALSE,FALSE
885,45120.8828125,45120.885775463,"IP Address",100,255,"True",45120.8857803125,"R_2UgBxl2zB628dx4","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",45,45,46,45,45,46,45,45,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",25,"Female","Other","Democrat","Somewhat liberal","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2RSRCNX2qaB30oiinLIcFq",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,0.163738431916461,"Black",FALSE,FALSE
886,45120.8820833333,45120.8857986111,"IP Address",100,320,"True",45120.8858105903,"R_2tbfoIqE7MmjJLt","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",50,50,50,51,51,50,50,51,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Yes",40,"Female","Protestant","Democrat","Very liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0sBx3rAihL2KnGMO84RzcO",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,0.76272358411569,"Black",FALSE,FALSE
887,45120.8814814815,45120.8860069444,"IP Address",100,391,"True",45120.8860223611,"R_2PhzdCusAareJMB","anonymous","EN","Black or African American","No","The Old Testament","Extremely familiar","Strongly agree","Strongly agree","Strongly disagree",79,30,31,49,61,53,57,82,"Neither agree nor disagree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Somewhat oppose","No",32,"Female","Other","Something else","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1WE34zjVAAZg4AxbANjcBp",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,0.608109384115424,"Black",FALSE,TRUE
888,45120.8812731482,45120.8862384259,"IP Address",100,428,"True",45120.8862525347,"R_aeOk4gGh2p3QXWp","anonymous","EN","White","Yes","The Old Testament","Slightly familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",100,96,100,100,80,90,92,87,"Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree",NA,NA,"Strongly disagree","Strongly oppose","Somewhat oppose","Strongly support","Strongly support","Strongly oppose","Somewhat oppose","Strongly oppose","No",31,"Female","Other","Republican","Somewhat conservative","Some college","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"6hJDcIm6JCsK063cUDzHhx",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,0.352081087949666,"Nonblack",FALSE,FALSE
889,45120.8834027778,45120.8864583333,"IP Address",100,263,"True",45120.8864679745,"R_5vH9pKMq2Qh9AOd","anonymous","EN","Black or African American","No","The Old Testament","Extremely familiar","Neither agree nor disagree","Strongly agree","Strongly agree",100,50,50,50,98,50,50,98,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly support","Neither support nor oppose","Strongly support","No",47,"Female","Other","Democrat","Moderate","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"2ZuVVSax0qqYnkkNamLoEC",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,0.374106654400166,"Black",FALSE,FALSE
890,45120.8850462963,45120.8873842593,"IP Address",100,202,"True",45120.8873962384,"R_W8382dOKCWxnxyF","anonymous","EN","Asian or Pacific Islander","No","The Old Testament","Slightly familiar","Strongly disagree","Strongly disagree","Strongly disagree",4,2,5,100,3,4,0,5,"Strongly agree","Strongly disagree","Strongly agree",NA,"Strongly disagree",NA,"Strongly oppose","Strongly oppose","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",35,"Male","None","Independent","Very liberal","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5rAcMKbPUJX15ZAEggc04v",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,1.19045798933303,"Nonblack",FALSE,FALSE
892,45120.8791319444,45120.8878240741,"IP Address",100,750,"True",45120.887837662,"R_3ivYvRIh2u4uvXI","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Strongly agree",99,76,55,41,99,85,67,71,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree",NA,"Strongly disagree","Strongly oppose","Somewhat support","Strongly oppose","Strongly support","Strongly oppose","Somewhat support","Neither support nor oppose","No",63,"Female","Protestant","Democrat","Very liberal","2 year degree","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"7rxqPX2do7ibHY4ZHJKdGg",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,1.64995314992576,"Black",FALSE,FALSE
893,45120.8857986111,45120.8881597222,"IP Address",100,203,"True",45120.8881657292,"R_2f6wErP8XgN5ylY","anonymous","EN","White","No","The Old Testament","Slightly familiar","Somewhat agree","Strongly agree","Neither agree nor disagree",57,56,61,66,61,61,57,61,"Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Strongly agree","Somewhat disagree","Neither support nor oppose","Neither support nor oppose","Strongly support","Strongly support","Somewhat support","Neither support nor oppose","Strongly support","No",39,"Female","Other","Independent","Moderate","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"69D8RJg4G34IuFMndmb1yI",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,3.12587296734149,"Nonblack",FALSE,FALSE
894,45120.8834375,45120.8901157407,"IP Address",100,577,"True",45120.8901299537,"R_bBjslOJpdUkuhd7","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Somewhat agree","Somewhat agree","Somewhat agree",69,59,59,69,73,67,59,59,"Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Strongly oppose","Strongly oppose","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","Strongly oppose","No",38,"Female","Other","Democrat","Moderate","Some college","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"3EBqILAny4kQici38t7rKR",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,577,0.6554829483964,"Black",FALSE,FALSE
895,45120.8820833333,45120.8905902778,"IP Address",100,735,"True",45120.8906000579,"R_2EyMlRoLQB6Le4u","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Strongly agree",82,53,84,53,74,62,51,62,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat oppose","Somewhat oppose","Strongly oppose","Somewhat support","Neither support nor oppose","Somewhat oppose","Strongly support","No",36,"Female","Other","Democrat","Moderate","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"6pKYaJGtZYsfJyBtG8Vful",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,0.347068932544053,"Black",FALSE,FALSE
896,45120.889212963,45120.8911689815,"IP Address",100,168,"True",45120.8911815741,"R_1jeJrFZSyMXoGMc","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",100,33,18,35,29,51,72,82,"Strongly disagree","Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Strongly agree","Somewhat agree","Neither support nor oppose","Strongly support","Strongly oppose","Somewhat support","Somewhat support","Somewhat oppose","Neither support nor oppose","Yes",21,"Male","None","Independent","Moderate","Masters/Professional degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"4pEUFbNETViBwxRirJjvWF",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,0.650727572517809,"Black",FALSE,FALSE
897,45120.8888541667,45120.8912615741,"IP Address",100,207,"True",45120.8912716435,"R_3rSMl2bCa22D3mz","anonymous","EN","Other","No","The Old Testament","Not familiar at all","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree",0,0,0,1,0,0,0,0,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","Neither support nor oppose","No",46,"Female","Other","Independent","Somewhat conservative","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"4stkSXcTnu358EKhMiijxJ",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,0.000542819566507962,"Nonblack",FALSE,FALSE
898,45120.8828009259,45120.8913541667,"IP Address",100,739,"True",45120.8913660764,"R_3JJVrtAlaiOyndn","anonymous","EN","American Indian or Alaska Native","Yes","The Old Testament","Slightly familiar","Strongly disagree","Strongly disagree","Somewhat agree",100,100,100,100,100,100,100,100,NA,"Strongly disagree","Strongly disagree",NA,"Neither agree nor disagree","Strongly disagree","Strongly oppose","Strongly oppose","Strongly support","Strongly support","Somewhat support","Somewhat support","Strongly support","No",47,"Female","Other","Democrat","Moderate","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"4RP4Ez9B72GNLal7Ab8mci",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,7.70636880934946e-06,"Nonblack",FALSE,FALSE
899,45120.8845023148,45120.8914930556,"IP Address",100,603,"True",45120.8915008912,"R_3sppctp6pSkZeEk","anonymous","EN","Black or African American","No","The Old Testament","Extremely familiar","Strongly agree","Strongly agree","Somewhat agree",80,40,40,50,31,50,11,70,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Strongly oppose","Strongly oppose","Somewhat support","Strongly support","Strongly oppose","Strongly oppose","Strongly oppose","No",54,"Male","Protestant","Independent","Moderate","Masters/Professional degree","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"6imGZCKVGKFstVODVRZgK1",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,3.19011439307175,"Black",FALSE,TRUE
900,45120.8897453704,45120.8917013889,"IP Address",100,169,"True",45120.8917144329,"R_2TvHurDTJ7tTJbb","anonymous","EN","Black or African American","No","The Old Testament","Not familiar at all","Somewhat agree","Neither agree nor disagree","Somewhat agree",35,30,47,48,27,46,39,32,"Neither agree nor disagree","Somewhat agree","Strongly agree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Somewhat support","Neither support nor oppose","Neither support nor oppose","Somewhat support","Somewhat oppose","Somewhat support","Neither support nor oppose","No",19,"Male","None","Democrat","Somewhat liberal","Less than high school","Once a day","Qual29638-0130-BlackandNonBlack",1,NA,"32QMnzecrz2sKELTNyOkYA",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,3.54834215348717,"Black",FALSE,FALSE
901,45120.8903240741,45120.8922916667,"IP Address",100,169,"True",45120.8923039005,"R_3MiN7AnNGNCoyNU","anonymous","EN","White","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Somewhat agree","Somewhat agree",100,100,100,100,100,100,100,100,"Neither agree nor disagree","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Strongly disagree","Neither support nor oppose","Somewhat oppose","Strongly oppose","Strongly support","Strongly support","Somewhat oppose","Strongly support","No",23,"Female","Catholic","Independent","Somewhat liberal","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"3vmt8y1merxjE7MXlTSn1d",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,0.541451116391567,"Nonblack",FALSE,FALSE
902,45120.8884606482,45120.892662037,"IP Address",100,362,"True",45120.8926740162,"R_UPUaWuNvdcbZk0F","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Neither agree nor disagree","Somewhat agree","Somewhat agree",82,76,69,79,86,70,21,49,"Somewhat disagree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly disagree","Somewhat oppose","Somewhat support","Strongly support","Strongly support","Strongly oppose","Strongly oppose","Neither support nor oppose","No",42,"Female","Protestant","Republican","Moderate","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"0hdsdceOrlaPsv8lzAaFPT",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,0.543716177092075,"Black",FALSE,FALSE
903,45120.8907175926,45120.8928935185,"IP Address",100,187,"True",45120.8928996644,"R_3pfD1U5nT4pmDab","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Strongly agree","Somewhat agree","Somewhat agree",100,67,100,100,100,85,73,100,"Somewhat agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat agree","Somewhat disagree","Strongly oppose","Neither support nor oppose","Strongly oppose","Strongly oppose","Strongly support","Somewhat oppose","Strongly support","Yes",21,"Female","Other","Democrat","Somewhat liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"6EvOJrhFcENNiibHGYL5Pl",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,0.333827699079684,"Black",TRUE,TRUE
904,45120.8875810185,45120.8930671296,"IP Address",100,474,"True",45120.8930855903,"R_2ZPkXtEEHdZB1tH","anonymous","EN","Black or African American","No","The Old Testament","Moderately familiar","Somewhat disagree","Strongly disagree","Somewhat agree",85,81,95,94,86,92,90,95,NA,"Strongly disagree","Strongly disagree",NA,"Strongly disagree","Strongly disagree","Strongly oppose","Strongly oppose","Somewhat support","Strongly support","Strongly oppose","Neither support nor oppose","Somewhat oppose","No",49,"Female","None","Democrat","Moderate","Masters/Professional degree","Several times a week","Qual29638-0130-BlackandNonBlack",1,NA,"48VPtsMr94rETdP3yn9fzR",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,1.10986624128956,"Black",FALSE,FALSE
905,45120.8852546296,45120.8933101852,"IP Address",100,696,"True",45120.8933255208,"R_1gSzcwqYvEbJ3vt","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Strongly agree","Strongly agree","Strongly agree",100,94,100,100,100,100,100,100,"Neither agree nor disagree","Strongly disagree","Strongly disagree","Strongly disagree","Somewhat disagree","Strongly disagree","Strongly oppose","Neither support nor oppose","Strongly support","Somewhat support","Neither support nor oppose","Somewhat oppose","Neither support nor oppose","No",56,"Female","Other","Democrat","Very liberal","High school graduate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"4T4uLJ2uAqnzPbegKaNqrE",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,1.63655052070347,"Black",FALSE,TRUE
906,45120.8895949074,45120.8937847222,"IP Address",100,361,"True",45120.8937940972,"R_yKLEP07tRBwsaS5","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Strongly disagree","Neither agree nor disagree","Strongly agree",21,47,17,43,92,46,14,62,"Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree",NA,NA,"Somewhat support","Neither support nor oppose","Strongly oppose","Neither support nor oppose","Strongly oppose","Somewhat oppose","Strongly oppose","No",40,"Female","Catholic","Republican","Very liberal","Doctorate","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1jRFuST0aljC55KWmT7uKa",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,0.233282672083041,"Black",FALSE,FALSE
907,45120.8904282407,45120.8940046296,"IP Address",100,308,"True",45120.8940139699,"R_1C1jIgn1wOr0fI0","anonymous","EN","Asian or Pacific Islander","Yes","The Old Testament","Moderately familiar","Somewhat agree","Neither agree nor disagree","Somewhat agree",99,0,100,100,10,63,80,95,"Somewhat agree","Neither agree nor disagree",NA,"Neither agree nor disagree","Strongly agree","Strongly disagree","Somewhat oppose","Somewhat oppose","Strongly support","Strongly support","Neither support nor oppose","Somewhat support","Somewhat support","No",23,"Male","Catholic","Republican","Moderate","4 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"5hkBaTkIYSRiCtmygdb1nC",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,0.492778224026403,"Nonblack",FALSE,TRUE
908,45120.8904861111,45120.8947222222,"IP Address",100,366,"True",45120.8947345949,"R_DpMM92Y3Rvvv4vn","anonymous","EN","Black or African American","No","The Old Testament","Very familiar","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree",85,74,80,80,95,79,75,80,"Somewhat disagree","Neither agree nor disagree","Strongly disagree",NA,"Neither agree nor disagree","Strongly disagree","Strongly oppose","Somewhat support","Strongly support","Strongly support","Somewhat oppose","Somewhat support","Neither support nor oppose","No",19,"Female","Other","Democrat","Somewhat liberal","High school graduate","Rarely","Qual29638-0130-BlackandNonBlack",1,NA,"2R6wa1S2oywRRR6LKQVGRV",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,0.333827699079684,"Black",FALSE,FALSE
909,45120.8900925926,45120.8952083333,"IP Address",100,442,"True",45120.8952259722,"R_2bWeoDSSOhzlf1M","anonymous","EN","Black or African American","No","The Old Testament","Slightly familiar","Strongly agree","Somewhat agree","Strongly agree",77,57,35,56,34,44,45,54,NA,"Neither agree nor disagree","Strongly agree","Somewhat agree","Strongly agree","Neither agree nor disagree","Neither support nor oppose","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Neither support nor oppose","Strongly support","No",37,"Female","None","Democrat","Moderate","2 year degree","Several times a day","Qual29638-0130-BlackandNonBlack",1,NA,"1p49Q0N1vQyz0GHsnc3otl",17223416,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,0.347068932544053,"Black",FALSE,FALSE
